Product code,Product label,Saudi Arabia's imports from China-Value in 2012,Saudi Arabia's imports from China-Value in 2013,Saudi Arabia's imports from China-Value in 2014,Saudi Arabia's imports from China-Value in 2015,Saudi Arabia's imports from China-Value in 2016,Saudi Arabia's imports from China-Value in 2017,Saudi Arabia's imports from China-Value in 2018,Saudi Arabia's imports from China-Value in 2019,Saudi Arabia's imports from China-Value in 2020,Saudi Arabia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,31
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0
293110,Tetramethyl lead and tetraethyl lead,159,0,140,0,0,470,627,285,0,0,,4749,0,0,0,179,0,0,0,0,0,,159,0,140,33,56,574,928,734,0,0
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",128,0,88,0,0,0,33,444,145,0,,16537,15007,13169,11476,8149,9827,14081,10626,5986,7017,,1342,946,711,2018,1170,18719,37671,50900,70769,68869
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,278,144,0,97,246,186,0,,221,0,31,308,263,0,0,0,0,0,,2086,744,301,1295,1169,1727,1511,1985,519,0
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,576,870,0,0,0,0,3,6,0,,0,0,0,0,0,44,0,0,0,0,,1812,3714,2084,20,78,2215,3751,1150,330,60
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,491,650,628,251,272,196,198,143,106,251,,0,0,0,0,0,2,84,190,0,0
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,115746,109475,105684,90099,80455,81427,73938,65005,51752,63911,,0,82,0,3,6,0,0,0,0,15
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,73654,50052,27581,32037,17002,20720,11425,13729,13586,23283,,31,96,108,83,19,105,30,71,79,63
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,3449,5259,4262,4487,7165,8747,9348,13644,11716,16053,,0,0,0,0,17,0,0,8,24,0
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",0,0,0,0,0,0,0,0,0,0,,49346,59446,102998,123212,116944,112258,136969,167778,171663,231745,,88,104,0,144,26,88,75,40,0,41
401220,Used pneumatic tyres of rubber,0,0,0,0,0,0,0,0,0,0,,5308,7061,10506,10019,8274,11759,17609,25792,22490,23308,,0,0,0,0,0,0,0,0,0,0
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,196,38,288,46,277,12,200,3624,500,346,,294,27,0,67,0,0,0,0,0,0
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",462,282,0,389,82,79,74,128,8,0,,7132,6386,11490,8179,6552,8125,8443,8572,10674,16272,,1657,1030,1468,3334,2626,4462,6044,4605,2504,1789
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,34,0,0,0,26,0,0,0,,16492,4627,20381,1403,12622,16158,6268,11599,4258,34450,,963,1400,10874,14511,11184,2401,1123,1224,1028,604
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,47,0,69,0,62,103,4,5,0,,1656,2445,3686,1772,1626,1710,1556,1906,1413,1481,,913,1251,1139,1087,1185,1530,1696,1434,222,77
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,79,0,0,0,9,0,0,,10995,58252,92458,91349,174781,51146,56433,55451,53274,67560,,0,262,108,89,11,19,32,374,1675,1479
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,198,724,1548,1194,813,1159,1,31,0,0,,0,0,0,0,0,0,379,16,0,0
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,229437,245112,287044,297647,227905,224832,259756,244564,155094,234329,,176,0,65,0,35,6,5,4,0,0
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,15232,14991,23851,25818,30145,24541,23929,30036,22887,34199,,0,0,0,0,1,36,0,0,0,2
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,11233,15421,19261,20341,18428,24451,28655,27690,19450,18800,,0,0,35,42,56,104,37,25,125,31
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,216363,277291,368354,373938,348151,307412,342558,337440,237554,273868,,0,299,0,57,11,33,0,0,40,35
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,108,0,0,,11218,16873,15526,13974,12938,12710,9881,14156,12113,11014,,34,54,141,75,41,12,0,114,0,2
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,8347,4075,3822,4679,3738,2058,2708,4030,3142,2226,,0,0,0,0,0,0,0,0,14,14
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,144943,156639,137125,115961,89322,77898,83476,75556,56966,54668,,58,0,27,49,45,0,104,71,42,0
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,12222,10354,7912,10720,6368,9519,7095,4215,3579,4416,,0,0,0,0,5,0,53,0,0,33
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,287,0,0,0,0,0,,9572,9799,13125,9281,6131,7856,11489,8667,3930,6406,,0,0,0,0,287,2,0,0,0,0
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",30,0,79,0,0,0,0,0,0,0,,15624,10595,12166,8713,7471,5637,4653,5569,2382,2713,,315,311,259,364,235,37,0,21,7,9
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",221,70,938,1430,1001,69,100,627,0,0,,17067,19423,23550,19435,25215,0,0,0,0,0,,221,70,1156,1743,1059,69,100,671,0,0
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,9,0,,189,332,552,413,90,40,102,97,987,845,,0,127,0,4,0,34,0,0,9,0
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,7334,5845,4720,3326,2209,2831,3950,3404,1552,839,,0,0,0,36,47,0,0,83,0,0
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,47809,53683,60175,44362,47747,60275,50913,56291,32427,25754,,367,0,0,0,1,22,0,0,0,0
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,844,590,0,75,141,8,85,3,0,,52689,27270,19356,9485,71400,72987,57168,67663,60860,23694,,0,918,590,39,321,1443,340,197,472,126
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",2281,2411,2971,5413,5057,3854,150,111,0,0,,194748,241940,230486,209866,217911,233836,235966,242355,144240,175356,,2349,2716,4043,6575,5351,3944,150,180,243,161
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,12515,8271,7489,17817,17612,12063,10597,11655,9371,14881,,0,0,29,0,5,0,0,0,0,0
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,7,0,,84326,55555,51469,50804,36916,28704,41469,47388,22652,26250,,0,0,0,0,5,2,0,0,931,0
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,562,0,0,0,61,379,503,0,0,,9106,12410,30129,46887,58242,53416,76061,72853,48606,42958,,114,2444,334,149,27,117,409,520,100,129
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,29,37,0,0,0,0,0,0,0,,20587,44799,66495,49904,1402,0,0,0,0,0,,165,29,37,3,0,3,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,528,3442,0,0,0,0,0,0,0,,13821,17145,18132,19984,21451,43907,21568,27846,29877,16237,,16100,9271,10763,5923,2109,2665,2645,1899,0,5
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",163,437,49,117,68,94,36,0,22,0,,1461,1116,4308,1854,1214,365,794,830,4019,965,,448,983,700,1244,139,281,219,130,75,1
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",35,600,2227,0,0,207,415,58,9,0,,40843,44428,52337,40977,31057,31455,31724,28893,27742,26772,,102,1014,2517,352,686,353,634,341,74,1239
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,237,465,171,2674,58,50,66,561,850,1886,,164,61,70,263,201,51,456,536,21,96
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,80,0,0,,6,0,0,0,66,6,45,29,21,43,,0,0,0,8,1,9,25,85,0,0
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,0,0,42,41,0,0,,1375,1445,2353,1616,313,444,1915,17325,4868,1047,,126,7086,114,548,4423,95,1146,265,446,97
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,0,,352,80,490,672,688,593,9796,1384,1133,2127,,0,0,0,0,0,0,0,0,20,48
630110,Electric blankets of all types of textile materials,0,0,27,0,0,126,33,69,76,0,,246167,239229,240853,242776,211062,235714,264500,264371,250806,369356,,139,343,79,96,783,663,78,124,97,17
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,21,108,0,0,,1210,4152,8638,11062,10788,1907,1545,2576,1930,2483,,0,0,0,1,17,11,26,156,13,2
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",99,762,1051,556,673,112,0,102,0,0,,3949263,4507750,4781601,4095517,3878428,3891924,3877313,3565597,2560432,3266024,,3213,2454,9832,1185,1124,389,0,102,0,930
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,287,310,0,0,0,2008,1811,1226,0,,1972,5224,55462,81604,94292,138445,222701,202145,169185,401999,,555,1143,1665,1270,121,163,2034,1885,1365,45
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,32,199,0,0,0,27,0,0,0,,1686,3640,2284,1616,765,1130,2145,2013,1668,1326,,320,1084,3023,671,1026,378,807,1069,11032,6258
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,0,,118324,21225,12892,29956,35704,19371,43614,83998,46062,98927,,0,0,0,7,0,11,0,109,39,9
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,11,0,,0,754,0,3132,7502,10264,17674,16812,11143,14984,,0,0,0,0,0,0,0,0,30,11
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,426,3815,6565,2799,1403,1410,3638,14673,14057,9045,,0,0,0,0,0,1,0,0,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,160,70,69,120,44,103,209,283,126,216,,0,0,0,0,0,7,0,0,0,1
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,43436,0,0,,1356,2232,1090,450,582,616,859,180,585,326,,518200,870664,1025752,1194724,897680,775038,421783,734760,524652,618194
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,12,0,,362809,442343,819502,1331664,1555739,1585217,953125,602264,706757,583113,,30,0,196,37940,1317,20205,114734,152399,59442,3576
842930,Self-propelled scrapers,0,3747,2756,334,0,30,67,7,107,0,,45261,28134,18757,25209,22231,33700,31278,39524,45757,65668,,5654,10034,14111,8348,1338,4954,8153,4778,5569,2660
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,1018,0,0,0,9,383,0,,146067,165695,288911,319075,178424,237621,260881,281634,213876,332094,,3721,5105,4262,4949,11,1789,1782,11276,1036,0
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,41,0,0,0,0,0,,4992,9269,7679,6610,3353,3842,17322,10037,6588,4096,,3147,444,380,269,41,3278,2456,1061,429,2620
860210,Diesel-electric locomotives,2456,0,0,15982,0,0,0,0,0,0,,395157,178873,222600,285114,82890,314209,165682,70766,102227,49249,,43937,90071,57807,116102,93575,92518,0,598,0,0
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,6,0,0,0,,152,175,132,120,45,127,577,443,423,302,,69,302,0,10,1,8,53,28,4,10
880521,Air combat simulators and parts thereof,0,0,0,0,0,0,0,0,0,0,,34,0,94,57,203,0,10027,5252,11599,1485,,0,67,0,5368,0,27753,518,166340,925,3379
890120,Tankers,0,8700,0,0,0,0,0,0,0,0,,3834893,3116796,2695415,4007660,4979865,6792290,5687307,4582436,3644594,5180695,,0,22300,27211,15100,0,1500,9000,0,13,14
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,23819,23058,30864,37922,31382,31126,23445,37423,27237,70964,,43,732,0,122,256,0,41,363,42,2088
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,110059,129753,438082,1578871,8143214,,0,0,0,0,0,0,0,0,0,168
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",0,0,0,0,0,0,0,0,0,0,,6382,7294,8161,8129,19443,19361,26921,31552,35849,48811,,0,0,0,0,6,55,15,0,0,0
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",0,0,0,0,0,0,0,0,0,0,,374238,279815,353694,475346,491543,492491,681545,698306,487843,485517,,41,56,0,22,1,31,0,12,304,3
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",43,211,340,0,0,0,0,0,0,0,,598,291,2247,9966,3724,657,385,442,603,1480,,15252,24310,12341,15490,24382,22581,20786,21833,19493,13644
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,7881,11577,28478,37287,12060,8702,13798,14088,18765,16603,,0,0,0,0,279,944,768,723,416,50
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,54,0,0,0,0,0,0,,420,1,2,0,0,0,377,319,7,2784,,0,0,0,54,0,0,0,0,0,0
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,40,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,,0,0,0,129,0,0,0,0,0,0
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,33,0,0,0,0,0,,736,2377,715,346,312,427,594,758,444,406,,279,2048,1555,36,4932,541,2190,1887,724,576
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,0,1,46423,17256,1,5,0,3,27,77,,0,49,57,78,39,13,156,173,603,82
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,3,0,2,0,0,0,0,0,0,,0,0,0,52,127,5,0,0,0,0
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,267,0,0,0,0,16,165,223,0,,6134,7812,5932,6736,6424,5635,5959,5397,4188,2987,,27272,32920,30304,35316,38839,45559,45317,33269,21372,12125
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,132,0,0,0,0,0,0,,0,73,69,14,17,41,57,99,21,29,,390,1223,1977,2349,1721,1795,1900,952,456,561
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,87,0,,0,0,2,3,4,99,151,114,19,20,,477,246,333,650,1855,1508,1388,1387,9787,6729
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,22172,27194,31373,29161,28192,17518,20442,19276,12071,14565,,2271,4110,8115,8559,14801,11979,18771,30855,13504,31549
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,8,5,0,,17146,21144,23051,24373,16132,20621,20526,24497,17219,20170,,0,0,0,136,69,5,15,25,62,19
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,52,0,33,0,,61092,44653,33386,31474,29483,25419,27031,19386,14524,13662,,0,35,126,63,78,142,169,143,38,2
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,441,10034,4430,181,61,94,159,172,137,97,,2489,6017,6499,8162,6345,9465,7732,7021,2892,4847
180310,Cocoa paste (excluding defatted),0,0,0,0,0,0,0,0,0,0,,2423,553,51,23,204,434,160,474,80,3,,3148,3768,3529,1859,3267,2626,1807,2242,5750,6833
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,402,412,376,542,547,514,583,480,422,573
290241,O-Xylene,0,0,0,0,0,0,0,0,0,0,,18,16,34,1957,1240,2,6010,23119,10,3800,,0,173,0,107,74,7,29,208,709,111
290244,Mixed xylene isomers,0,0,0,0,0,0,11,0,0,0,,49010,81428,7616,428,467,713,4914,720,304,281,,16971,16001,41587,16279,11674,14454,9399,10724,8184,11174
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,58,3752,27400,,313,1530,0,174,93,43,86,75,251,11093
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,13,0,0
290432,Ammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290522,Acyclic terpene alcohols,253,88,0,0,0,0,0,0,0,0,,36532,47502,52746,54245,69570,67327,131827,66521,68803,55149,,683,491,455,6532,401,546,462,676,555,10
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",120,0,0,0,0,0,0,0,0,0,,11923,7565,13576,17324,21036,33743,49081,33301,26826,100904,,994,251,217,228,198,131,106,97,852,766
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,0,0,0,0,0,21,0,0,,19921,11168,5591,180,233,301,544,546,543,2669,,40,0,0,0,0,0,20,32,68,144
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,9834,13896,12168,4652,1084,882,1517,987,1040,3479,,0,0,0,4,5,6,3,3,8,1
281511,"Sodium hydroxide """"caustic soda"""" solid""""",28,0,0,908,3259,273,134,0,4,0,,254134,346171,287009,237483,284092,314109,388749,258554,183953,119285,,4547,2381,2998,10483,5942,3363,4903,2983,669,927
280130,Fluorine; bromine,0,0,0,0,0,0,7,0,0,0,,1,0,257,0,0,0,0,0,0,0,,0,70,0,7,357,4925,7804,7943,6614,8454
280511,Sodium,307,0,0,0,0,0,46,0,0,0,,15619,15224,16826,15688,17816,32365,42105,43830,39134,30650,,763,1361,1236,1112,1679,23,109,0,216,397
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,30482,29678,26926,26023,18526,18466,45370,17703,16170,14427,,715,0,0,53,1,11,0,3,16,2
283190,Dithionites and sulfoxylates (excluding sodium),0,54,0,0,0,0,0,0,39,0,,1119,2024,2390,1911,2256,1537,1944,6727,8625,8224,,51,383,227,388,334,132,476,356,441,405
282560,Germanium oxides and zirconium dioxide,0,0,0,0,0,0,0,0,0,0,,96025,87444,74648,76464,61574,82682,123082,113948,108649,129830,,77,300,378,99,783,240,451,348,220,545
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,14,414,14,0,15,21,0,0,0,0,,0,0,0,0,0,0,0,31,89,18
110290,"Cereal flours (excluding wheat, meslin and maize)",0,0,0,0,0,0,4,0,0,0,,1026,779,797,1109,1292,979,1121,1391,1379,1600,,1643,1111,1373,2818,2113,2717,1821,2069,2296,2415
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,377,745,551,855,366,313,435,354,279,384,,0,0,0,3,7,108,320,49,0,2
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,12,0,0,0,0,0
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,357,50,285,272,569,863,837,1021,358,290,,0,0,0,0,2945,318,446,146,458,773
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,1271,1318,1520,1404,5715,15282,24391,21575,19358,14065,,282970,236048,241502,178260,169896,110350,82821,110737,124906,117764
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,7,0,0,0,,0,0,13,13,21,0,0,5,15,0,,9712,5255,15661,27969,35214,19038,47638,34375,27824,4871
60240,"Roses, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,1416,1134,465,401,325,179,260,299,2661,1531,,0,0,0,0,0,0,0,0,8,0
70700,"Cucumbers and gherkins, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,26926,26387,32243,33933,35292,46576,55189,63321,47729,52264,,117,65,329,1074,1360,1016,1651,1193,1596,1708
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",67,77,0,0,0,0,10,0,0,0,,2907,1744,776,234,197,246,393,438,473,667,,609,371,2069,2387,4458,4146,4398,5305,3827,3020
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,0,0,0,0,0,0,0,0,,39,7,9,12,12,7,16,18,0,20,,445,412,301,178,159,103,59,279,140,99
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,88,0,4,0,,10082,10425,9510,12528,12160,17382,16245,15770,17695,14465,,2742,4249,9392,9315,37008,2205,5811,1253,8676,6820
80910,Fresh apricots,0,0,0,0,0,0,0,3,0,0,,886,741,732,1044,1110,1398,962,1036,0,0,,4424,4422,3988,7397,8149,7363,5893,6934,7559,10297
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,0,,0,0,667,0,0,178,96,231,353,447,,40,0,0,123,36,46,14,3463,4147,5869
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,0,0,0,0,0,0,,0,1008,311,885,3355,4114,3146,3625,0,1365,,742944,719210,1023373,373534,107909,81279,0,35,9,1
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,1,28,7,0,0
100829,"Millet (excluding grain sorghum, and seed for sowing)",157,89,0,0,0,0,0,55,0,0,,7643,8718,7287,6144,5556,4748,3728,5236,6410,5888,,1350,2882,3247,4739,3920,4489,2366,2125,1038,1386
