Product code,Product label,Germany's imports from Saudi Arabia-Value in 2012,Germany's imports from Saudi Arabia-Value in 2013,Germany's imports from Saudi Arabia-Value in 2014,Germany's imports from Saudi Arabia-Value in 2015,Germany's imports from Saudi Arabia-Value in 2016,Germany's imports from Saudi Arabia-Value in 2017,Germany's imports from Saudi Arabia-Value in 2018,Germany's imports from Saudi Arabia-Value in 2019,Germany's imports from Saudi Arabia-Value in 2020,Germany's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,9,218,0,0,0,,213138,213585,216496,202000,223210,223975,235312,222555,128338,80537
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",0,0,0,0,0,1,0,3,0,0,,103,0,39,175,42,381,11,0,0,0,,183607,202282,240151,226848,248999,264849,274120,282734,251491,224359
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,2172,1789,363,1812,68,60,63,0,0,0,,3625,4618,4734,5083,1158,1023,2053,6744,4680,2914
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",0,0,0,0,0,0,0,0,0,0,,38,0,0,11,66,107,39,0,0,0,,91630,77402,65487,59465,60648,55069,56886,64168,63653,66497
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,77,297,11,0,0,0,,19785,17639,16860,14881,15389,14003,13220,13535,10085,8766
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,0,0,0,0,0,0,0,0,,8828,17506,10786,18594,4897,2184,2487,15,0,18,,656303,496688,536267,503270,391992,492985,403199,338592,289117,459950
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",0,0,0,0,0,0,0,0,0,0,,0,0,418,2262,6566,7165,7414,3063,1507,1772,,449033,399299,375172,290964,282835,371101,372386,329199,257607,345036
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,6,3,0,0,0,,0,0,0,0,2861,42085,48399,26207,92400,126320,,37391,43398,38872,26694,23420,26120,25720,19429,12939,20557
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,69,259,0,0,0,0,0,0,573,0,,4389,6102,4302,3899,2764,3425,3572,2590,1892,2554
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,731,1643,3486,3187,1756,3172,4165,6133,1792,5412,,15075,7981,5884,7719,7113,7340,8534,6749,5102,9038
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,0,0,0,0,0,0,0,0,0,,113,92,0,115,51,1547,523,45,0,3,,203930,205013,176674,147559,165373,191975,224260,188963,164490,201569
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,166,0,0,0,65,99,24,0,0,0,,6147,5619,6672,3510,2988,2000,2749,2181,2119,3072
391000,Silicones in primary forms,0,0,0,1,0,1,1,0,0,0,,242,124,321,450,474,23135,18145,109,22,244,,411498,432402,429304,370736,399289,459037,562715,488441,433069,560361
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",0,0,0,0,0,0,0,0,47,0,,1012,157,0,3,0,7,27,0,0,0,,195562,195606,219581,215947,194058,201275,225231,189013,174555,172633
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",0,0,0,1,0,0,0,0,0,0,,1502,39,187,444,180,62,593,0,16,25,,136039,138011,126845,118682,127896,138285,148689,151774,162543,187751
391520,"Waste, parings and scrap, of polymers of styrene",0,38,0,0,0,0,0,0,0,0,,436,714,0,0,0,0,0,0,0,0,,36737,16163,18698,13255,12047,12779,14687,14908,10070,16504
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",13743,10702,4075,7998,4,0,12,1,2,0,,59619,67955,115258,68177,28957,26175,33015,36655,21423,14486,,717227,726784,777309,695665,710670,703146,731492,709730,712369,848776
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,409,0,0,0,0,0,0,,19237,15611,13360,5212,3002,3645,13947,14390,18530,20869
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",678,100,87,21,0,1,1,0,0,0,,1318,696,3023,3612,10076,9328,11962,10045,5351,3054,,103870,109986,113906,105008,103778,108679,119702,113736,103663,115804
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",1,3,0,0,0,2,1,1,1,0,,3535,4174,8742,16183,23022,13905,14802,16806,16498,23667,,240224,264754,278062,241719,233346,238113,260794,257867,269407,331661
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",1,53,26,0,0,1,0,3,13,0,,6161,8013,8013,10990,2002,1573,1227,576,631,1224,,304691,322817,370651,323474,372825,403515,447879,438047,472027,541829
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,0,0,0,0,0,0,0,1,0,0,,3103,4004,1664,2215,1373,819,1700,1265,193,7,,164234,152657,158346,143065,137489,146383,149892,138815,289207,334231
392630,"Fittings for furniture, coachwork and the like, of plastics (excluding building components ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,107,117,52,112,0,57,115,,310193,352959,482505,412502,392903,490690,586828,569661,507726,657033
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",0,0,0,0,0,0,0,0,0,0,,2917,14663,22113,33876,35603,27641,19936,21398,22080,8781,,224362,221376,225732,216557,220904,246386,265826,240816,224263,321373
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,1,0,0,0,0,0,0,0,0,,1657,24209,16876,8813,4259,289,355,220,1411,954,,21894,62979,69802,41456,36744,39503,47791,37036,32311,15669
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,0,0,0,0,0,0,,51,339,0,194,887,669,2182,1145,429,5111,,19497,17744,17872,11701,11245,19096,19177,16743,18149,23181
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,57,0,0,144,14,1321,,65224,74229,68346,63199,64443,73896,79474,73670,80767,89762
390740,"Polycarbonates, in primary forms",2416,3888,4349,2982,2194,1348,238,836,821,0,,450858,317261,430570,332849,278455,355918,484363,607111,486435,373282,,504844,481947,495334,401713,377316,500005,543994,409354,400936,562325
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,66,0,0,0,0,0,,0,0,0,6,8,13,49,0,0,0,,55643,59399,59054,45461,45909,46570,51008,49505,43604,52602
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,30,0,133,0,67,0,0,0,0,0,,101024,93211,95861,83940,81398,85971,114614,108061,83117,115199
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,0,,0,347,35,88,81,73,89,385,326,279,,80048,85964,83703,75316,86867,93624,88305,74706,73592,107804
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,5,6,11,67,0,0,0,,36885,36411,38416,30984,36702,43302,47086,44788,42430,61774
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11831,13335,14497,11564,13032,11006,10342,8810,8677,9040
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,35,0,0,0,0
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,286228,307843,225223,132340,118187,138680,167046,128171,148191,262454
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,11,744,933,1539,1076,1608,1609,2124,1390
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,224,203,35,15,5,,327,594,468,448,496,543,684,787,1009,1128
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,72,9,0,0,0
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5717,22,8,3,37
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,178,1,0,0,1,167,1,68,0
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,56,29,0,0,0,149,139,43,0,0,,3592,1797,1312,262,209,468,173,112,113,139
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2103,16048,12551,13856,17750
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,181,0,0,0,0,,181992,199329,182254,189520,183658,184720,197227,212155,280947,197707
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,0,0,,70788,66824,107650,108476,84289,64221,94733,142085,134782,175498
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,517734,502339,481430,342338,291237,382422,354252,270849,230595,421645
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,78,11,9,2,10
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",0,0,0,0,0,0,103,0,0,0,,3933,3637,4005,3006,1913,3148,706,423,2484,4208,,1009522,1051525,1262223,1302646,1268906,838222,689637,736190,707739,802945
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,15372,15273,14754,13053,18257,24026,19494,12833,14315,16045
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",0,0,0,0,0,0,0,0,0,0,,110,29,0,9,34,0,78,428,40,7585,,30791,33020,31835,25128,25692,28437,26997,31565,33972,36860
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,51,4,576,330,0,0,,20344,18289,17500,13917,13575,10476,13669,15003,12736,7865
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,30,0,0,257,0,0,0,0,0,0,,14538,12059,11068,8911,12549,24888,37015,34271,24162,16166
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,167,71,67,60,61,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,140029,60552,156503,464879,374026
300230,Vaccines for veterinary medicine,0,0,0,0,0,0,0,0,0,0,,1618,1644,2050,441,1529,1582,6161,3326,56,219,,125586,138832,144023,120346,141184,137469,154364,163485,164278,158231
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1478,,0,0,0,0,0,74,301,319,31,144
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,0,0,0,0,0,,151,0,146,80,32,0,0,0,21,0,,1846,2278,2528,2642,3155,2313,2753,2652,4591,4969
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1828,2223,1576,1235,1865,1503,1714,1489,1507,1702
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,37,0,0,139,100,0,0,0,0,15,,8322,4659,6092,3410,4829,4653,5844,5180,5038,6821
320210,Synthetic organic tanning substances,0,0,0,0,0,0,0,0,0,0,,51,0,0,0,71,2,35,10,0,0,,10431,11094,10954,7976,8151,8528,8302,6190,5224,6428
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,0,13,0,0,0,0,0,0,0,0,,1859,2276,3679,3241,3760,7864,8349,7953,6517,1714,,82030,98415,91926,93096,111340,119452,117700,114906,106994,126703
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,19,0,,50770,51579,54011,41288,37598,45123,52800,53431,37923,47259
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,0,0,0,0,0,0,0,,0,0,29,135,62,31,6,40,16,0,,48092,45103,36723,30515,31094,32895,35730,30942,29095,35805
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,0,0,0,0,0,0,0,0,0,,12403,13673,11508,8304,8666,9966,20079,21264,20980,22358,,116419,109813,106539,99935,109277,107337,103710,117190,129361,163234
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,58,0,0,0,,64318,56987,72649,88816,101210,130685,127816,87629,81080,107314
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,0,0,0,0,0,0,0,,82,141,0,19,745,12789,5373,2737,95,0,,13784,13875,20490,19541,23017,27098,32091,32672,24578,32068
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",0,1,0,0,0,0,0,0,0,0,,203,143,0,60,57,41,249,46,178,14,,392892,414176,418373,820611,786400,764973,864717,833673,850017,742409
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,0,0,0,0,0,0,0,0,0,,3961,2862,569,1925,63221,34060,8714,9131,7389,15166,,28588,32580,35151,35379,40169,48936,50106,51330,75006,57951
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3544,2884,3403,2750,2445,3390,3220,2882,1745,1222
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,123,176,133,141,45,35,83,,10841,14239,43075,34750,38059,46087,47633,43989,48251,48345
340600,Candles and the like,0,0,0,0,0,0,0,0,0,0,,1222,0,43,130,32,128,180,0,0,0,,408794,452355,449577,386504,401841,427315,431102,405958,445531,530409
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",1,0,0,0,0,0,0,0,0,0,,469,100,0,34,0,0,9,11,34,26,,204692,219189,196776,180779,169855,176733,190155,221384,230465,203032
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",0,0,0,0,0,0,0,0,0,0,,5929,4232,4252,3808,4177,6129,4005,4755,3238,13248,,5487,5583,6097,6473,6518,6347,7279,6816,7746,7576
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,286,0,0,0,,41357,37512,34763,39878,37232,34519,28282,26582,33126,40168
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,7282,11287,4175,6231,7741,6240,8424,6641,6263,10281
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14580,3326,1321,2254,2775,2620,2710,2245,2205,2836
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34716,33547,26953,25385,27446
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,0,0,0,0,5,0,0,,285,35,64,53,41,432,3031,266,65,67,,27497,28275,44225,46322,42805,35381,31337,30797,23704,30119
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",0,0,0,0,0,0,0,0,0,0,,347,898,470,1795,1454,1836,1951,1718,1427,2386,,44014,39215,36867,33499,37777,40356,44466,38065,32954,42223
381220,"Compound plasticisers for rubber or plastics, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4589,4509,2388,1350,2636,13917,11714,5832,4332,5905,,24747,27649,28773,23544,24934,35586,39512,36877,25732,24951
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",0,0,0,1,0,0,0,0,0,0,,22770,1376,24911,51488,60387,36741,4666,6050,3826,354,,1261027,1328057,1622014,1544110,1468483,1529607,1971550,2309775,2246740,3359987
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",0,0,1,0,2,0,0,0,0,0,,198,255,708,1231,4434,4793,6788,6505,7119,4327,,90832,93616,111798,93396,95522,108108,119161,101275,100871,105064
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,0,0,0,20,1,0,0,0,0,0,,15005,9751,11230,7587,7683,9801,14204,11375,14532,22763
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,49,11,0,0,0,,3,0,4,0,0,997,0,1,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23270,16223,3631,2862,2776
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,421,827,702,642,686,724,727,500,578,746
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",0,0,0,0,0,0,0,0,0,0,,219,130,342,539,2489,863,619,30,0,0,,4206,4077,4024,5121,6551,7353,5898,6243,7267,10934
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",0,0,0,0,0,0,2,0,0,0,,140,0,0,83,173,110,211,3,0,0,,31336,29097,32029,28157,27707,29275,30685,28919,25548,33723
700220,"Rods of glass, unworked",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13646,6681,8206,4713,6109,7681,9604,7983,9248,13270
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",0,0,0,0,0,0,0,0,0,0,,4656,2971,7677,7381,7509,9007,9912,10765,8077,6905,,39134,21819,22433,14856,16016,16466,18692,18587,16781,19212
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",0,0,0,0,0,0,16,9,0,0,,26412,24445,21419,29519,38795,33440,31633,37548,34073,49536,,101812,68621,53088,46726,60259,86474,81642,66692,60654,87735
701110,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,0,0,40,2,48,11,127,0,0,7,,12769,11651,11241,9618,10315,9116,9136,9389,7098,8748
701322,"Drinking glasses, stemware, of lead crystal",0,0,0,0,0,0,1,1,1,0,,0,0,0,22,7,14,45,18,0,0,,3926,4794,5180,2979,2742,1780,1372,1613,1546,2378
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,0,0,0,0,0,0,0,0,0,,0,30,0,69,37,36,3,0,0,0,,12387,11242,14673,12884,11181,9526,8848,7855,7251,10065
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,41,1,0,0,0,0,0,,22525,26678,33068,29806,29311,34412,36325,37646,36902,41603
701820,Glass microspheres <= 1 mm in diameter,0,0,175,24,0,0,0,0,0,0,,30,39,193,466,512,307,76,43,66,260,,18686,26232,25504,25170,25793,24795,29269,28262,29288,35041
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,0,0,,209087,137842,287775,302568,729583,529108,511186,649474,1840754,1074605,,4645856,4659023,3045488,3429044,4378231,4147006,3538856,3308204,6200531,8200355
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,218557,139090,181657,143259,114389,209729,487547,897941,2288392,5047940
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,271,327,414,393,482,791,1097,1725,1685,2199
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1962,5727,5059,6883,6149,508,274
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,27,0,0,0,0,,0,0,0,0,13,6,0,0,0,0,,116435,115424,112050,87716,114284,143405,141890,79102,50355,83178
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,0,0,0,0,0,,0,0,0,1,1,26890,1,84,38,33
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,131,140749,28037,5314,88272,,112015,106320,105505,72677,65934,81232,113783,71307,50580,117784
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,52804,60571,42596,36381,29882,34711,36842,35201,28473,30026,,4327,3696,4886,2802,2228,2884,3493,2139,2656,6339
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,20060,142170,41142,36146,90,53,1037,0,9,19,,571795,602707,556329,467934,447655,555884,563685,470818,288022,583751
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,18,0,0,0,,10376,0,0,0,52,1,215,0,41249,261141,,160044,145903,130175,64184,57689,62583,63909,47748,39247,111638
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,468,0,222,452,166,9,3,86,13,4,,8108,6421,13153,3851,7338,7288,11329,16544,14301,16977
