Product code,Product label,United States of America's imports from Australia-Value in 2012,United States of America's imports from Australia-Value in 2013,United States of America's imports from Australia-Value in 2014,United States of America's imports from Australia-Value in 2015,United States of America's imports from Australia-Value in 2016,United States of America's imports from Australia-Value in 2017,United States of America's imports from Australia-Value in 2018,United States of America's imports from Australia-Value in 2019,United States of America's imports from Australia-Value in 2020,United States of America's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
730120,"Angles, shapes and sections, of iron or steel, welded",119,14,0,4,9,36,6,11,3,0,,10910,4611,3554,3449,3005,1478,4249,3355,356,694,,33212,48715,27201,24448,24012,25237,25878,34999,15140,19187
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",5,4,4,0,0,0,0,0,0,0,,24,6,5,60,9,347,75,20,27,50,,72643,83626,93989,88175,75744,66339,66982,64667,61957,112160
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,2,0,0,,5,44,28,71,21,59,12,23,58,77,,1259,1540,1211,1778,1036,1513,1889,1675,970,2063
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",4,0,3,0,3,0,8,9,0,0,,701,912,622,650,486,413,232,349,328,279,,234873,209318,262734,289539,231274,225275,236510,276569,211316,238344
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,3,1,4,0,0,1,0,3,0,0,,154,235,206,140,275,87,174,196,85,74,,12141,11030,11402,13714,17669,20467,16818,16933,21200,17248
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,4,1,2,0,7,0,0,0,3,0,,14,26,7,87,22,18,26,77,68,71,,7907,5695,4635,5009,5078,6259,4506,5409,3561,7371
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,1,0,3,0,0,0,0,0,0,0,,413,667,659,1985,2241,423,3,820,311,44,,1057,1054,1205,1567,500,890,1537,973,784,2615
630110,Electric blankets of all types of textile materials,0,0,22,0,0,0,4,0,3,0,,416,40,65,74,257,141,374,254,116,334,,87632,81218,90217,107572,92283,105343,126527,132913,109050,149028
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,0,,0,0,2,1,6,12,50,31,14,16,,3330,2079,4651,4423,4686,6200,6572,10752,13444,20400
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,0,0,0,0,0,,93,10,47,27,56,44,117,17,47,43,,21024,20865,23066,22180,21622,21579,22673,19992,19140,22151
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",3,58,3,0,0,11,14,13,22,0,,826,1429,1128,624,746,416,939,207,252,440,,24194,27184,21377,13478,10733,4404,5539,4723,1727,2134
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,53,138,204,239,41,135,78,96,169,,64909,71688,61619,54912,50949,49354,53755,63416,66119,73992
854091,"Parts of cathode ray tubes, n.e.s.",30,0,0,6,0,0,6,0,6,0,,253,219,566,289,230,137,17,125,362,171,,3854,2441,3114,2453,1145,1825,1434,2602,4247,4076
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,616,419,456,286,252,588,391,300,143,217,,11515,10900,13411,13940,13011,12588,11751,11922,8331,7774
851640,Electric smoothing irons,0,0,0,0,5,0,0,0,0,0,,3677,628,236,209,739,794,274,357,295,140,,193444,210812,210616,218217,237965,202543,210902,198644,145070,166170
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",128,35,24,8,9,0,0,2,99,0,,1171,726,1475,6498,1697,391,483,1108,1166,1027,,272282,265616,299183,273177,249331,257585,276619,303563,347502,373656
850520,"Electromagnetic couplings, clutches and brakes",8,8,90,5,293,0,0,19,0,0,,490,900,544,229,408,139,127,303,287,93,,76784,75926,90592,89325,95216,98960,110318,100617,84093,116731
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,82,0,0,,3236,4046,5665,3317,2045,2714,2226,3130,1679,1754,,38745,52671,53103,40527,35047,64992,67277,44793,56540,51513
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",99,59,0,0,0,0,12,0,0,0,,11111,18627,11488,7748,8529,10854,6571,8308,4964,3220,,200323,205061,209379,244438,241975,239901,227116,208660,156231,193488
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,0,7,1835,14,0,2412,85,114,665,0,,9778,12462,18706,5350,15627,17265,50880,29272,12618,21172
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",14,0,0,15,0,0,0,0,0,0,,106,92,0,11,1,90,254,19,362,23,,2079,1979,2507,3066,2613,2870,4141,4031,3141,2492
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,0,,281,884,3049,331,9,130,3024,4931,2190,181,,107048,71514,87455,72403,80478,55785,91192,66466,68939,60093
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,53,0,0,0,0,0,0,,687,1402,853,781,992,200,61,62,23,51,,38531,36674,51586,47574,31032,30078,24216,31200,27547,25380
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,216,0,0,0,,0,0,0,0,0,2602,1473,657,516,221,,0,0,0,0,0,52827,80002,94611,65918,45753
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,287,0,0,616,0,0,0,,120,226,153,160,433,585,190,664,4,52,,9728,9833,10894,11861,11919,12474,16157,12659,17112,30839
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",90,0,18,0,0,0,30,0,14,0,,879,1463,1401,266,1002,211,192,690,384,959,,67847,50708,77312,69738,60551,51219,59638,54484,31924,32778
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",65,0,4,55,72,301,15,266,122,0,,6303,3529,4250,3068,2489,3191,1794,2119,2494,1942,,38341,32792,27806,23589,23022,20799,35181,27034,21917,29234
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,4,0,,37,25,19,4,83,30,110,88,54,44,,19026,25882,21849,25283,24770,20558,24009,16918,10230,7908
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,6,0,0,0,,18,590,113,221,218,159,149,70,155,262,,30554,33712,34578,45620,47043,55674,63509,76562,72470,125470
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,1191,175,0,0,0,19,0,74,0,5,,165,216,333,5190,480,1756,3733,78,12,566
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,53,0,0,0,0,0,,409,430,126,293,42,3,0,22,2,3,,24446,14452,36380,23703,18456,30569,30527,21465,16682,17183
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,3,151,0,23,32,64,0,25,0,,441,637,162,99,111,92,233,173,904,494,,11569,8859,12655,21509,21783,12164,15639,10851,9935,7395
842930,Self-propelled scrapers,0,0,0,0,0,0,0,432,0,0,,1921,219,2088,3225,5193,2907,1767,1432,2049,2661,,1489,2169,1768,854,2721,1416,1146,768,1659,817
711029,Palladium in semi-manufactured forms,14,0,0,0,0,0,0,0,0,0,,88,31,788,23,59,613,962,1529,1626,10488,,275555,349613,361804,229558,279245,322715,409388,578208,1074254,1232595
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,5,14,0,36,0,170,,18030,15520,15720,22939,20987,27415,28823,25274,34214,79242
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",3146,674,133,141,492,874,1176,308,3,0,,4451,3848,3958,5877,2986,1226,1269,2025,1816,1544,,409707,380830,457802,324147,223804,375508,465261,381579,221606,370216
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,114,154,23,12,70,31,143,74,21,54,,3617,5574,3133,3124,4088,4328,10344,11281,11564,20736
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,2729,16,1481,64,125,314,67,55,55,184,,7814,7433,8317,8253,8501,9100,9924,10306,10229,11252
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,0,,412,412,142,408,157,191,161,736,435,452,,22865,20778,26280,23109,17263,20347,26352,19939,20666,25790
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,4403,34061,28049,4054,0,0,0,0,,5,0,2919,89572,68643,5034,862,4,0,6,,496116,412274,412866,362225,457199,632702,560747,478121,532438,716180
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),5,212,0,21,17,35,23,34,0,0,,355,357,712,409,150,155,772,194,549,234,,11646,13807,12536,14420,15046,20608,9634,5546,6874,7970
761210,"Collapsible tubular containers, of aluminium",0,4,0,0,0,8,0,0,0,0,,961,1343,1668,1474,2191,1738,1255,792,53,43,,33659,22295,26340,26369,23405,25309,27880,26794,25551,33192
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,0,0,0,0,0,,15184,12947,3111,1506,1911,1514,1719,2812,1589,1254,,34216,31447,34387,29523,29947,33057,34053,28755,21222,36955
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,9,42,11,6,0,17,1,5,110,103,,11044,14017,13060,13009,7088,8839,6430,5906,5319,7112
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",9,89,32,0,0,285,44,0,16,0,,5619,9375,13065,17061,23542,39079,42555,26310,4049,6022,,149318,139263,127447,56402,40752,34051,37379,39625,36515,63070
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,37,0,234,0,0,0,0,16,0,,968,130,513,167,181,349,100,156,40,679,,42195,39198,55098,39109,30966,39949,69734,65243,45116,66701
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,239,0,0,0,0,0,0,,0,2,0,0,0,109,17,0,240,0,,99488,63530,73415,55747,42346,53781,46615,28796,22345,22031
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,26,0,0,0,0,0,0,,77,25,25,151,36,0,287,76,162,54,,49394,44590,45323,46122,52352,34031,42380,70027,55131,45541
810790,"Articles of cadmium, n.e.s.",61,255,0,0,0,0,0,0,0,0,,1,0,1340,1748,851,1422,1830,1627,181,156,,102,409,206,58,66,130,59,154,150,562
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",3,0,0,0,6,4,0,0,0,0,,166,181,113,246,153,256,270,323,277,296,,43433,45329,46713,50317,46360,48109,51288,44032,52208,60039
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,0,63,138,202,106,122,0,,728,876,1263,744,857,1186,845,795,562,937,,41846,43494,43737,49061,50988,58182,72057,87426,73784,104836
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,21,0,,2898,2533,2254,2082,516,302,375,200,172,207,,48419,94021,102661,104978,105843,99785,99458,93055,84758,90563
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,0,0,0,,889,3117,900,359,609,592,202,381,357,136,,24785,179629,29853,37690,33504,188855,26518,29240,27315,39523
841112,Turbojets of a thrust > 25 kN,0,3514,31,5143,1319,5,6649,8538,602,0,,14363,27691,6814,8445,2754,8554,7465,16251,31410,30963,,3871595,3957158,4462992,4956869,4849532,5071913,8063537,11206513,6930743,6001157
841340,Concrete pumps,4,0,0,0,311,42,7,0,0,0,,4405,1853,3618,1407,2604,2896,2182,985,1395,4034,,15240,25929,49531,82040,77751,66118,89488,82245,63839,89952
841392,"Parts of liquid elevators, n.e.s.",39,0,0,28,40,177,47,34,0,0,,8147,5268,2350,1299,2543,5088,9979,5702,3233,3582,,7917,8721,8505,9263,12060,10109,22025,22330,18797,19652
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",655,1014,113,336,40,46,25,31,0,0,,2977,1029,1101,2214,2653,1652,2701,2129,1243,1416,,153334,195138,261871,302083,304086,332550,367318,213690,284020,298288
841931,Dryers for agricultural products,0,0,0,0,0,0,0,8,0,0,,6,53,467,53,800,105,374,2136,322,739,,5625,15140,9061,7094,5701,8293,17774,23214,12444,8457
842111,Centrifugal cream separators,0,0,51,0,0,31,0,5,0,0,,131,56,33,24,65,334,122,502,3729,428,,8408,7114,5067,5705,4851,7419,3850,4326,7558,7447
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",7,0,0,0,0,0,0,8,0,0,,591,509,799,562,557,497,475,516,253,129,,20915,18540,19462,20804,25168,20415,22372,23450,30043,39033
842630,Portal or pedestal jib cranes,0,46,111,74,70,98,122,44,46,0,,2330,1768,12578,4180,5105,3738,1814,2660,391,765,,23638,28258,119210,103317,55037,70239,62504,23563,24036,21227
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,80,0,0,0,486,0,0,,23015,28762,32778,45409,18441,17195,16321,17178,9998,10363,,169024,179397,143060,155967,201522,202455,304206,502197,338658,362706
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,32,34,11,7,19,24,0,11,45,37,,49769,38137,44433,36094,29827,30186,29186,23512,34685,41807
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,50,272,221,70,36,85,98,47,0,0,,4180,5059,5111,5112,3022,4120,5947,4090,1907,2633
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,64,0,0,0,0,0,0,0,0,,93912,80953,83354,90669,17299,48045,99455,85294,79671,128976,,706,195,379,1080,3388,1336,2098,2192,3232,4633
440131,Wood pellets,0,0,0,0,0,0,0,0,0,0,,289,375,524,255,284,7338,8774,2743,15521,13650,,18438,31401,47029,45782,34745,41130,44890,45636,46011,46823
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,546,0,0,0,,0,0,0,0,0,0,6962,21090,25164,20304
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,5,0,4,0,0,,615,9,45,81,56,13,26,56,107,214,,1492,680,1324,1023,1019,1444,2104,2303,2326,2512
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,10,0,0,0,11,2,4,0,0,,9,14,111,344,385,359,293,180,190,256,,31326,24982,29833,32460,31114,29100,35137,34676,26581,31377
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,193,41,37,89,53,19,96,89,417,400
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",2,9,12,34,1,0,0,2,9,0,,914,589,778,599,769,519,435,284,424,774,,43685,43315,50096,42403,47513,26468,17345,15275,10901,16919
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,0,0,,0,54,24,0,19,0,5,4,15,0,,4568,4624,4617,3324,3301,3565,2598,2442,1110,923
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,3,0,0,0,0,0,0,0,0,,93,43,6,37,48,32,17,10,11,70,,1912,2300,2394,760,818,1370,521,559,420,893
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,793273,1126689,936332,947652,1236236,1458690,1653748,1091720,1745010,4096566
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,28,10,31,10,43,0,0,0,0,0,,2830,1696,2358,2921,3374,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,35,14,15,56,,0,0,0,0,0,5256,1723,1339,827,358
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",213,48,0,0,43,0,0,0,0,0,,4223,6760,2858,3434,3486,0,0,0,0,0,,736365,930762,1006271,1080706,1097524,0,0,0,0,0
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5207,982,846,244,3415,13613,9467,4912,3820,2173
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,26188,21858,19440,27445,16571,14693,8813,1943,204,98,,14052,12245,11575,9231,10148,11370,11688,8080,5122,6496
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",6,0,0,0,0,0,0,0,0,0,,53125,52035,55014,39080,30905,26508,14659,10987,3669,5800,,19778,7842,4936,4674,5564,5546,5859,5303,5103,6191
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,52758,49925,46696,56010,58699,57842,51603,56863,74693,131150,,45777,35713,28439,31056,37113,43228,44353,24989,20954,36202
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",5,0,0,0,0,0,0,0,4,0,,3805,3669,4228,1570,556,463,558,1083,783,1161,,190570,167185,159126,155479,156532,143412,146756,151772,112866,129843
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,5,3,30,23,98,282,46,0,,2861,2289,2314,2184,2465,2578,2793,2473,6783,4707,,186574,187419,190234,217346,243368,234785,235069,222442,200065,218177
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,546,673,451,430,419,892,558,999,1301,2557,,144727,139399,181775,192109,158292,152071,171380,158238,163887,173269
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,0,13,0,0,0,9,2,2,0,0,,11510,10566,11082,13301,9087,12472,14360,10182,10337,13417
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,6,0,0,0,0,0,0,,56,76,88,52,21,38,38,58,14,165,,41870,37071,33084,33459,27688,30303,35119,39503,37040,53829
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,1,12,0,0,0,1,0,3,0,,46,0,136,0,5,0,0,17,3,3,,28204,30053,31373,29826,29702,29935,37622,34394,37997,47858
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,63,67,27,30,85,59,0,0,,103,435,89,24,569,569,316,111,33,116,,857,1366,1905,1202,488,562,688,836,445,344
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,0,0,0,0,0,0,0,0,,311,14,3,56,32,14,34,127,22,16,,2998594,2275600,1791653,1401403,1218407,1613944,1439415,1463044,1145026,1729329
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",0,0,96,0,0,0,0,0,0,0,,682,168,479,183,200,210,281,325,104,91,,736412,582416,678122,565037,555586,666939,694743,729910,521400,760821
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,3,0,0,0,0,,34,20,251,62,23,81,123,42,0,5,,90319,86604,80643,66414,46266,53536,51961,50682,34555,31804
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,26,0,2,0,1,0,0,0,,14290,14953,12913,10945,11985,11529,6504,3775,5373,17365
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,16,0,0,0,,20,3,80,11,99,21,51,6,0,8,,13847,11027,9274,8820,20747,20921,23421,19410,17719,43697
382312,"Oleic acid, industrial",220,0,0,0,0,0,0,0,4,0,,18546,117,4,6,33,7,0,65,43,17,,17763,12099,11036,6401,10902,12556,12969,9581,13417,21540
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,29,19,4,3,0,26,0,4,0,0,,66,53,47,0,3,6,6,0,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,351,6,6,4,2,,0,0,0,0,0,425,497,330,253,460
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,486,465,513,230,428,253,134,0,20,92,,296,359,369,185,140,77,170,192,100,8
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",0,0,0,0,0,0,0,0,0,0,,2978,689,63,335,71,68,43,40,223,703,,82137,88014,105141,116315,100283,117044,125644,103897,94829,98892
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,5,22,0,0,,1459,1008,957,966,590,1096,2029,809,564,577,,14409,16407,23021,21688,21751,28824,29705,18343,14924,28107
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,109,5,1,0,2,0,1,0,0,0,,26036,4714,139,150,79,157,356,181,96,121
